score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
1,"menampung aspirasi masyarakat tapi, aplikasi bot gini banyak server","menampung aspirasi masyarakat tapi, aplikasi bot gini banyak server",menampung aspirasi masyarakat tapi aplikasi bot gini banyak server,menampung aspirasi masyarakat tapi aplikasi bot gini banyak server,"['menampung', 'aspirasi', 'masyarakat', 'tapi', 'aplikasi', 'bot', 'gini', 'banyak', 'server']","['menampung', 'aspirasi', 'masyarakat', 'aplikasi', 'bot', 'gini', 'server']",menampung aspirasi masyarakat aplikasi bot gini server,negatif,7
1,"Yap aplikasi sampah keluhan tidak bisa dikirim alasan server eror, eror aja terus selamanya g pernah bener karyawan makan gaji buta tobat tobat.","yap aplikasi sampah keluhan tidak bisa dikirim alasan server eror, eror aja terus selamanya g pernah bener karyawan makan gaji buta tobat tobat.",yap aplikasi sampah keluhan tidak bisa dikirim alasan server eror eror aja terus selamanya g pernah bener karyawan makan gaji buta tobat tobat,yap aplikasi sampah keluhan tidak bisa dikirim alasan server error error aja terus selamanya tidak pernah bener karyawan makan gaji buta tobat tobat,"['yap', 'aplikasi', 'sampah', 'keluhan', 'tidak', 'bisa', 'dikirim', 'alasan', 'server', 'error', 'error', 'aja', 'terus', 'selamanya', 'tidak', 'pernah', 'bener', 'karyawan', 'makan', 'gaji', 'buta', 'tobat', 'tobat']","['yap', 'aplikasi', 'sampah', 'keluhan', 'tidak', 'bisa', 'dikirim', 'alasan', 'server', 'error', 'error', 'aja', 'tidak', 'bener', 'karyawan', 'makan', 'gaji', 'buta', 'tobat', 'tobat']",yap aplikasi sampah keluhan tidak bisa dikirim alasan server error error aja tidak bener karyawan makan gaji buta tobat tobat,negatif,20
1,"Ini kenapa Server jadi eror terus saat login,kalau memang tidak bisa di gunakan lagi hapus saja ini aplikasi","ini kenapa server jadi eror terus saat login,kalau memang tidak bisa di gunakan lagi hapus saja ini aplikasi",ini kenapa server jadi eror terus saat loginkalau memang tidak bisa di gunakan lagi hapus saja ini aplikasi,ini kenapa server jadi error terus saat loginkalau memang tidak bisa di gunakan lagi hapus saja ini aplikasi,"['ini', 'kenapa', 'server', 'jadi', 'error', 'terus', 'saat', 'loginkalau', 'memang', 'tidak', 'bisa', 'di', 'gunakan', 'lagi', 'hapus', 'saja', 'ini', 'aplikasi']","['server', 'error', 'loginkalau', 'tidak', 'bisa', 'hapus', 'aplikasi']",server error loginkalau tidak bisa hapus aplikasi,negatif,7
1,"aplikasi gagal, BPKP dan KPK bisa periksa ini kebijakan","aplikasi gagal, bpkp dan kpk bisa periksa ini kebijakan",aplikasi gagal bpkp dan kpk bisa periksa ini kebijakan,aplikasi gagal bpkp dan kpk bisa periksa ini kebijakan,"['aplikasi', 'gagal', 'bpkp', 'dan', 'kpk', 'bisa', 'periksa', 'ini', 'kebijakan']","['aplikasi', 'gagal', 'bpkp', 'kpk', 'bisa', 'periksa', 'kebijakan']",aplikasi gagal bpkp kpk bisa periksa kebijakan,negatif,7
1,"Aplikasi gak jelas. Saya melaporkan jalan rusak justru dikatakan laporan saya tidak jelas dan mengandung SARA!!!. I mean What t f man??? Intinya aplikasi ini gak guna banget, makan tu gaji buta","aplikasi gak jelas. saya melaporkan jalan rusak justru dikatakan laporan saya tidak jelas dan mengandung sara!!!. i mean what t f man??? intinya aplikasi ini gak guna banget, makan tu gaji buta",aplikasi gak jelas saya melaporkan jalan rusak justru dikatakan laporan saya tidak jelas dan mengandung sara i mean what t f man intinya aplikasi ini gak guna banget makan tu gaji buta,aplikasi tidak jelas saya melaporkan jalan rusak justru dikatakan laporan saya tidak jelas dan mengandung sara i mean what t f man intinya aplikasi ini tidak guna banget makan tu gaji buta,"['aplikasi', 'tidak', 'jelas', 'saya', 'melaporkan', 'jalan', 'rusak', 'justru', 'dikatakan', 'laporan', 'saya', 'tidak', 'jelas', 'dan', 'mengandung', 'sara', 'i', 'mean', 'what', 't', 'f', 'man', 'intinya', 'aplikasi', 'ini', 'tidak', 'guna', 'banget', 'makan', 'tu', 'gaji', 'buta']","['aplikasi', 'tidak', 'jelas', 'saya', 'melaporkan', 'jalan', 'rusak', 'laporan', 'saya', 'tidak', 'jelas', 'mengandung', 'sara', 'mean', 'f', 'man', 'intinya', 'aplikasi', 'tidak', 'banget', 'makan', 'tu', 'gaji', 'buta']",aplikasi tidak jelas saya melaporkan jalan rusak laporan saya tidak jelas mengandung sara mean f man intinya aplikasi tidak banget makan tu gaji buta,negatif,24
1,"Payah gabisa login, eror trs","payah gabisa login, eror trs",payah gabisa login eror trs,payah gabisa login error terus,"['payah', 'gabisa', 'login', 'error', 'terus']","['payah', 'gabisa', 'login', 'error']",payah gabisa login error,negatif,4
5,DEDET Hafiz,dedet hafiz,dedet hafiz,dedet hafiz,"['dedet', 'hafiz']","['dedet', 'hafiz']",dedet hafiz,positif,2
1,"Aplikasinya ini audah gak berfungsi, mungkin belum bayar ke developer nya 😀","aplikasinya ini audah gak berfungsi, mungkin belum bayar ke developer nya 😀",aplikasinya ini audah gak berfungsi mungkin belum bayar ke developer nya,aplikasinya ini audah tidak berfungsi mungkin belum bayar ke developer nya,"['aplikasinya', 'ini', 'audah', 'tidak', 'berfungsi', 'mungkin', 'belum', 'bayar', 'ke', 'developer', 'nya']","['aplikasinya', 'audah', 'tidak', 'berfungsi', 'bayar', 'developer']",aplikasinya audah tidak berfungsi bayar developer,negatif,6
5,"Kenapa Server interlal error ya sejak kemarin? Di website maupun di aplikasi server internal error, mohon di perbaiki","kenapa server interlal error ya sejak kemarin? di website maupun di aplikasi server internal error, mohon di perbaiki",kenapa server interlal error ya sejak kemarin di website maupun di aplikasi server internal error mohon di perbaiki,kenapa server interlal error ya sejak kemarin di website maupun di aplikasi server internal error mohon di perbaiki,"['kenapa', 'server', 'interlal', 'error', 'ya', 'sejak', 'kemarin', 'di', 'website', 'maupun', 'di', 'aplikasi', 'server', 'internal', 'error', 'mohon', 'di', 'perbaiki']","['server', 'interlal', 'error', 'kemarin', 'website', 'aplikasi', 'server', 'internal', 'error', 'mohon', 'perbaiki']",server interlal error kemarin website aplikasi server internal error mohon perbaiki,positif,11
2,"Ga bisa dibuka lagi,kena HACK","ga bisa dibuka lagi,kena hack",ga bisa dibuka lagikena hack,tidak bisa dibuka lagikena hack,"['tidak', 'bisa', 'dibuka', 'lagikena', 'hack']","['tidak', 'bisa', 'dibuka', 'lagikena', 'hack']",tidak bisa dibuka lagikena hack,negatif,5
1,server error ketika hendak kirim laporan,server error ketika hendak kirim laporan,server error ketika hendak kirim laporan,server error ketika hendak kirim laporan,"['server', 'error', 'ketika', 'hendak', 'kirim', 'laporan']","['server', 'error', 'kirim', 'laporan']",server error kirim laporan,negatif,4
5,"JANGAN KOTOR BUANG SAMPAH SEMBARANGAN YA MANTEMAN MAAF YA MANTEMAN TOLONG YA MANTEMAN TOLONG YA MANTEMAN DI BERSEIN BENAHIN DIBERSIHIN DAN DISAPU LAGI DISAPU YA MANTEMAN OKE YA BISA YA SANGGUP YA TAHAN YA TUNGGGU YA SABAR YA SANS YA GAPAPA YA MAAF YA SORY YA MANTEMAN TERIMAKASIH, BOS SHOPE EXPRES CIPONDOH MAKMUR ATAS NAMA ANDRI FAUZI UA ATAU OJI YA ATAU KIWIL YA ATAU OJI AJA YA OJI YA TERIMAKASIH MANTEMAN....????🏁🏁🏁🏁🇮🇹🇮🇹🇮🇹🇮🇹","jangan kotor buang sampah sembarangan ya manteman maaf ya manteman tolong ya manteman tolong ya manteman di bersein benahin dibersihin dan disapu lagi disapu ya manteman oke ya bisa ya sanggup ya tahan ya tungggu ya sabar ya sans ya gapapa ya maaf ya sory ya manteman terimakasih, bos shope expres cipondoh makmur atas nama andri fauzi ua atau oji ya atau kiwil ya atau oji aja ya oji ya terimakasih manteman....????🏁🏁🏁🏁🇮🇹🇮🇹🇮🇹🇮🇹",jangan kotor buang sampah sembarangan ya manteman maaf ya manteman tolong ya manteman tolong ya manteman di bersein benahin dibersihin dan disapu lagi disapu ya manteman oke ya bisa ya sanggup ya tahan ya tungu ya sabar ya sans ya gapapa ya maaf ya sory ya manteman terimakasih bos shope expres cipondoh makmur atas nama andri fauzi ua atau oji ya atau kiwil ya atau oji aja ya oji ya terimakasih manteman,jangan kotor buang sampah sembarangan ya teman-teman maaf ya teman-teman tolong ya teman-teman tolong ya teman-teman di benahi benahi benahi dan disapu lagi disapu ya teman-teman oke ya bisa ya sanggup ya tahan ya tungu ya sabar ya sans ya gapapa ya maaf ya maaf ya teman-teman terimakasih bos shope expres cipondoh makmur atas nama andri fauzi ua atau oji ya atau kiwil ya atau oji aja ya oji ya terimakasih teman-teman,"['jangan', 'kotor', 'buang', 'sampah', 'sembarangan', 'ya', 'teman-teman', 'maaf', 'ya', 'teman-teman', 'tolong', 'ya', 'teman-teman', 'tolong', 'ya', 'teman-teman', 'di', 'benahi', 'benahi', 'benahi', 'dan', 'disapu', 'lagi', 'disapu', 'ya', 'teman-teman', 'oke', 'ya', 'bisa', 'ya', 'sanggup', 'ya', 'tahan', 'ya', 'tungu', 'ya', 'sabar', 'ya', 'sans', 'ya', 'gapapa', 'ya', 'maaf', 'ya', 'maaf', 'ya', 'teman-teman', 'terimakasih', 'bos', 'shope', 'expres', 'cipondoh', 'makmur', 'atas', 'nama', 'andri', 'fauzi', 'ua', 'atau', 'oji', 'ya', 'atau', 'kiwil', 'ya', 'atau', 'oji', 'aja', 'ya', 'oji', 'ya', 'terimakasih', 'teman-teman']","['kotor', 'buang', 'sampah', 'sembarangan', 'teman-teman', 'maaf', 'teman-teman', 'tolong', 'teman-teman', 'tolong', 'teman-teman', 'benahi', 'benahi', 'benahi', 'disapu', 'disapu', 'teman-teman', 'oke', 'bisa', 'sanggup', 'tahan', 'tungu', 'sabar', 'sans', 'gapapa', 'maaf', 'maaf', 'teman-teman', 'terimakasih', 'bos', 'shope', 'expres', 'cipondoh', 'makmur', 'nama', 'andri', 'fauzi', 'ua', 'oji', 'kiwil', 'oji', 'aja', 'oji', 'terimakasih', 'teman-teman']",kotor buang sampah sembarangan teman-teman maaf teman-teman tolong teman-teman tolong teman-teman benahi benahi benahi disapu disapu teman-teman oke bisa sanggup tahan tungu sabar sans gapapa maaf maaf teman-teman terimakasih bos shope expres cipondoh makmur nama andri fauzi ua oji kiwil oji aja oji terimakasih teman-teman,positif,45
5,cara tarik laporan aduan gimana ya?,cara tarik laporan aduan gimana ya?,cara tarik laporan aduan gimana ya,cara tarik laporan pengaduan gimana ya,"['cara', 'tarik', 'laporan', 'pengaduan', 'gimana', 'ya']","['tarik', 'laporan', 'pengaduan', 'gimana']",tarik laporan pengaduan gimana,positif,4
1,aplikasi gak guna.. penrcuma laporr.. kalau 2 bulan tidak di verifikasi... aplikasi buat korupsiii,aplikasi gak guna.. penrcuma laporr.. kalau 2 bulan tidak di verifikasi... aplikasi buat korupsiii,aplikasi gak guna penrcuma laporr kalau bulan tidak di verifikasi aplikasi buat korupsi,aplikasi tidak guna penrcuma laporr kalau bulan tidak di verifikasi aplikasi buat korupsi,"['aplikasi', 'tidak', 'guna', 'penrcuma', 'laporr', 'kalau', 'bulan', 'tidak', 'di', 'verifikasi', 'aplikasi', 'buat', 'korupsi']","['aplikasi', 'tidak', 'penrcuma', 'laporr', 'tidak', 'verifikasi', 'aplikasi', 'korupsi']",aplikasi tidak penrcuma laporr tidak verifikasi aplikasi korupsi,negatif,8
1,"Laporan saya sudah 3 hari tidak kunjung diverifikasi, entah layanan ini masih ada atau tidak ya sebenarnya? Aplikasinya juga jelek, setiap mau dibuka harus login lagi login lagi udah kayak aplikasi perbankan aja.","laporan saya sudah 3 hari tidak kunjung diverifikasi, entah layanan ini masih ada atau tidak ya sebenarnya? aplikasinya juga jelek, setiap mau dibuka harus login lagi login lagi udah kayak aplikasi perbankan aja.",laporan saya sudah hari tidak kunjung diverifikasi entah layanan ini masih ada atau tidak ya sebenarnya aplikasinya juga jelek setiap mau dibuka harus login lagi login lagi udah kayak aplikasi perbankan aja,laporan saya sudah hari tidak kunjung diverifikasi entah layanan ini masih ada atau tidak ya sebenarnya aplikasinya juga jelek setiap mau dibuka harus login lagi login lagi udah kayak aplikasi perbankan aja,"['laporan', 'saya', 'sudah', 'hari', 'tidak', 'kunjung', 'diverifikasi', 'entah', 'layanan', 'ini', 'masih', 'ada', 'atau', 'tidak', 'ya', 'sebenarnya', 'aplikasinya', 'juga', 'jelek', 'setiap', 'mau', 'dibuka', 'harus', 'login', 'lagi', 'login', 'lagi', 'udah', 'kayak', 'aplikasi', 'perbankan', 'aja']","['laporan', 'saya', 'tidak', 'kunjung', 'diverifikasi', 'layanan', 'ada', 'tidak', 'aplikasinya', 'jelek', 'dibuka', 'login', 'login', 'udah', 'kayak', 'aplikasi', 'perbankan', 'aja']",laporan saya tidak kunjung diverifikasi layanan ada tidak aplikasinya jelek dibuka login login udah kayak aplikasi perbankan aja,negatif,18
1,Aplikasi busuk sma seperti pengelolanya.,aplikasi busuk sma seperti pengelolanya.,aplikasi busuk sma seperti pengelolanya,aplikasi busuk sma seperti pengelolanya,"['aplikasi', 'busuk', 'sma', 'seperti', 'pengelolanya']","['aplikasi', 'busuk', 'sma', 'pengelolanya']",aplikasi busuk sma pengelolanya,negatif,4
5,Semoga menjadi ladang amal diakhirat karena memperhatikan aspirasi rakyat Indonesia,semoga menjadi ladang amal diakhirat karena memperhatikan aspirasi rakyat indonesia,semoga menjadi ladang amal diakhirat karena memperhatikan aspirasi rakyat indonesia,semoga menjadi ladang amal diakhirat karena memperhatikan aspirasi rakyat indonesia,"['semoga', 'menjadi', 'ladang', 'amal', 'diakhirat', 'karena', 'memperhatikan', 'aspirasi', 'rakyat', 'indonesia']","['semoga', 'ladang', 'amal', 'diakhirat', 'memperhatikan', 'aspirasi', 'rakyat', 'indonesia']",semoga ladang amal diakhirat memperhatikan aspirasi rakyat indonesia,positif,8
3,jelek juga nih aplikasinya layar edit terhalang keyboard...mau ngirim error gbr hrs d bawah 2 mb dst coba d update perbaiki,jelek juga nih aplikasinya layar edit terhalang keyboard...mau ngirim error gbr hrs d bawah 2 mb dst coba d update perbaiki,jelek juga nih aplikasinya layar edit terhalang keyboardmau ngirim error gbr hrs d bawah mb dst coba d update perbaiki,jelek juga nih aplikasinya layar edit terhalang keyboardmau ngirim error gambar harus d bawah mb dst coba d update perbaiki,"['jelek', 'juga', 'nih', 'aplikasinya', 'layar', 'edit', 'terhalang', 'keyboardmau', 'ngirim', 'error', 'gambar', 'harus', 'd', 'bawah', 'mb', 'dst', 'coba', 'd', 'update', 'perbaiki']","['jelek', 'aplikasinya', 'layar', 'edit', 'terhalang', 'keyboardmau', 'ngirim', 'error', 'gambar', 'mb', 'dst', 'coba', 'update', 'perbaiki']",jelek aplikasinya layar edit terhalang keyboardmau ngirim error gambar mb dst coba update perbaiki,netral,14
1,"Ya walaupun aplikasinya bagus percuma ngelapor anj status laporan sampai ke pihak kepolisian, gitu"" aja, polisi ora urus","ya walaupun aplikasinya bagus percuma ngelapor anj status laporan sampai ke pihak kepolisian, gitu"" aja, polisi ora urus",ya walaupun aplikasinya bagus percuma ngelapor anj status laporan sampai ke pihak kepolisian gitu aja polisi ora urus,ya walaupun aplikasinya bagus percuma ngelapor anj status laporan sampai ke pihak kepolisian gitu aja polisi ora urus,"['ya', 'walaupun', 'aplikasinya', 'bagus', 'percuma', 'ngelapor', 'anj', 'status', 'laporan', 'sampai', 'ke', 'pihak', 'kepolisian', 'gitu', 'aja', 'polisi', 'ora', 'urus']","['aplikasinya', 'bagus', 'ngelapor', 'anj', 'status', 'laporan', 'kepolisian', 'gitu', 'aja', 'polisi', 'ora', 'urus']",aplikasinya bagus ngelapor anj status laporan kepolisian gitu aja polisi ora urus,negatif,12
1,APK SUSAH DIBUKA. LAPORAN GA ADA RESPON.,apk susah dibuka. laporan ga ada respon.,apk susah dibuka laporan ga ada respon,aplikasi susah dibuka laporan tidak ada respon,"['aplikasi', 'susah', 'dibuka', 'laporan', 'tidak', 'ada', 'respon']","['aplikasi', 'susah', 'dibuka', 'laporan', 'tidak', 'ada', 'respon']",aplikasi susah dibuka laporan tidak ada respon,negatif,7
1,"App bobrok, baru login aja udah server error, websitenya juga unmon wkwkw kocak","app bobrok, baru login aja udah server error, websitenya juga unmon wkwkw kocak",app bobrok baru login aja udah server error websitenya juga unmon wkwkw kocak,aplikasi gagal baru login aja udah server error websitenya juga tidak modifikasi wkwkw lucu,"['aplikasi', 'gagal', 'baru', 'login', 'aja', 'udah', 'server', 'error', 'websitenya', 'juga', 'tidak', 'modifikasi', 'wkwkw', 'lucu']","['aplikasi', 'gagal', 'baru', 'login', 'aja', 'udah', 'server', 'error', 'websitenya', 'tidak', 'modifikasi', 'wkwkw']",aplikasi gagal baru login aja udah server error websitenya tidak modifikasi wkwkw,negatif,12
5,Berusaha,berusaha,berusaha,berusaha,['berusaha'],['berusaha'],berusaha,positif,1
1,Jelek aplikasinya,jelek aplikasinya,jelek aplikasinya,jelek aplikasinya,"['jelek', 'aplikasinya']","['jelek', 'aplikasinya']",jelek aplikasinya,negatif,2
5,sangat membantu untuk menyampaikan keluhan,sangat membantu untuk menyampaikan keluhan,sangat membantu untuk menyampaikan keluhan,sangat membantu untuk menyampaikan keluhan,"['sangat', 'membantu', 'untuk', 'menyampaikan', 'keluhan']","['membantu', 'keluhan']",membantu keluhan,positif,2
1,Aplikasi gak berguna eror terus,aplikasi gak berguna eror terus,aplikasi gak berguna eror terus,aplikasi tidak berguna error terus,"['aplikasi', 'tidak', 'berguna', 'error', 'terus']","['aplikasi', 'tidak', 'berguna', 'error']",aplikasi tidak berguna error,negatif,4
1,"aplikasi ga berguna, dilapor pun hanya lempar tanggung jawab dan tidak ada tindak lanjutnya di lapangan.","aplikasi ga berguna, dilapor pun hanya lempar tanggung jawab dan tidak ada tindak lanjutnya di lapangan.",aplikasi ga berguna dilapor pun hanya lempar tanggung jawab dan tidak ada tindak lanjutnya di lapangan,aplikasi tidak berguna dilapor pun hanya lempar tanggung jawab dan tidak ada tindak lanjutnya di lapangan,"['aplikasi', 'tidak', 'berguna', 'dilapor', 'pun', 'hanya', 'lempar', 'tanggung', 'jawab', 'dan', 'tidak', 'ada', 'tindak', 'lanjutnya', 'di', 'lapangan']","['aplikasi', 'tidak', 'berguna', 'dilapor', 'lempar', 'tanggung', 'jawab', 'tidak', 'ada', 'tindak', 'lapangan']",aplikasi tidak berguna dilapor lempar tanggung jawab tidak ada tindak lapangan,negatif,11
5,Saya harap dengan adanya span lapor ini memudahkan masyarakat kecil seperti kami semoga amanah,saya harap dengan adanya span lapor ini memudahkan masyarakat kecil seperti kami semoga amanah,saya harap dengan adanya span lapor ini memudahkan masyarakat kecil seperti kami semoga amanah,saya harap dengan adanya span laporan ini memudahkan masyarakat kecil seperti kami semoga amanah,"['saya', 'harap', 'dengan', 'adanya', 'span', 'laporan', 'ini', 'memudahkan', 'masyarakat', 'kecil', 'seperti', 'kami', 'semoga', 'amanah']","['saya', 'harap', 'span', 'laporan', 'memudahkan', 'masyarakat', 'kami', 'semoga', 'amanah']",saya harap span laporan memudahkan masyarakat kami semoga amanah,positif,9
5,"Terima kasih atas disediakannya media ini. Melalui SP4N-LAPOR, kami bisa mendapatkan informasi yang akurat secara ""langsung"" atau mengajukan pengaduan atau penjelasan kepada pihak yang berkaitan dengan suatu persoalan yang terjadi di lingkungan sekitar. Izin memberi saran. Perihal memberi tanggapan atas tindak lanjut agar kami dapat melihatnya dan dapat mengubahnya setelah dikirim, begitu pula dengan komentar agar ada pilihan untuk diubah.","terima kasih atas disediakannya media ini. melalui sp4n-lapor, kami bisa mendapatkan informasi yang akurat secara ""langsung"" atau mengajukan pengaduan atau penjelasan kepada pihak yang berkaitan dengan suatu persoalan yang terjadi di lingkungan sekitar. izin memberi saran. perihal memberi tanggapan atas tindak lanjut agar kami dapat melihatnya dan dapat mengubahnya setelah dikirim, begitu pula dengan komentar agar ada pilihan untuk diubah.",terima kasih atas disediakannya media ini melalui spnlapor kami bisa mendapatkan informasi yang akurat secara langsung atau mengajukan pengaduan atau penjelasan kepada pihak yang berkaitan dengan suatu persoalan yang terjadi di lingkungan sekitar izin memberi saran perihal memberi tanggapan atas tindak lanjut agar kami dapat melihatnya dan dapat mengubahnya setelah dikirim begitu pula dengan komentar agar ada pilihan untuk diubah,terima kasih atas disediakannya media ini melalui spnlapor kami bisa mendapatkan informasi yang akurat secara langsung atau mengajukan pengaduan atau penjelasan kepada pihak yang berkaitan dengan suatu persoalan yang terjadi di lingkungan sekitar izin memberi saran perihal memberi tanggapan atas tindak lanjut agar kami dapat melihatnya dan dapat mengubahnya setelah dikirim begitu pula dengan komentar agar ada pilihan untuk diubah,"['terima', 'kasih', 'atas', 'disediakannya', 'media', 'ini', 'melalui', 'spnlapor', 'kami', 'bisa', 'mendapatkan', 'informasi', 'yang', 'akurat', 'secara', 'langsung', 'atau', 'mengajukan', 'pengaduan', 'atau', 'penjelasan', 'kepada', 'pihak', 'yang', 'berkaitan', 'dengan', 'suatu', 'persoalan', 'yang', 'terjadi', 'di', 'lingkungan', 'sekitar', 'izin', 'memberi', 'saran', 'perihal', 'memberi', 'tanggapan', 'atas', 'tindak', 'lanjut', 'agar', 'kami', 'dapat', 'melihatnya', 'dan', 'dapat', 'mengubahnya', 'setelah', 'dikirim', 'begitu', 'pula', 'dengan', 'komentar', 'agar', 'ada', 'pilihan', 'untuk', 'diubah']","['terima', 'kasih', 'disediakannya', 'media', 'spnlapor', 'kami', 'bisa', 'mendapatkan', 'informasi', 'akurat', 'langsung', 'mengajukan', 'pengaduan', 'penjelasan', 'berkaitan', 'lingkungan', 'izin', 'saran', 'perihal', 'tanggapan', 'tindak', 'kami', 'dapat', 'dapat', 'mengubahnya', 'dikirim', 'komentar', 'ada', 'pilihan', 'diubah']",terima kasih disediakannya media spnlapor kami bisa mendapatkan informasi akurat langsung mengajukan pengaduan penjelasan berkaitan lingkungan izin saran perihal tanggapan tindak kami dapat dapat mengubahnya dikirim komentar ada pilihan diubah,positif,30
